processid,sampleid,recordID,catalognum,fieldnum,institution_storing,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,voucher_type,tissue_type,collectors,collectiondate,lifestage,sex,reproduction,extrainfo,notes,lat,lon,coord_source,coord_accuracy,country,province,region,exactsite
UHURU1319-15,F2_K1301_Brachiaria_eruciformis,5427044,F2_K1301_Brachiaria_eruciformis, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204848,Brachiaria,205009,Brachiaria eruciformis, , ,Munyao F., , ,Samson Kurukura,08/09/2014, , , ,SKS14-033, ,0.311,36.871, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1538-15,D8_K1342,6478125, ,189603223,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121311,Lamiaceae, , ,292272,Plectranthus,554213,Plectranthus caninus, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-102, ,0.35119,36.897, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1543-15,A9_K1342,6478130, ,189603255,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,264202,Zornia,725949,Zornia pratensis, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-104, ,0.29488,36.856, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1642-15,F9_K1343,6478229, ,189602336,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae,600319,Cyperoideae,121840,Cyperus,556907,Cyperus exaltatus, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",20/07/2015, , , ,SKS15-197, ,0.5641,36.8456, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU224-14,H4_K1213_Barleria_volkensii,4110600,Barleria_volkensii_151969731,151969731,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae,264310,Acanthoideae,204958,Barleria,591074,Barleria volkensii, , ,N. Mwadime, , ,Megan Siefert,27/07/2012, , , ,MGS2, ,0.371,36.8714, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU434-14,C3_K1215_Hibiscus_meyeri,4111342,Hibiscus_meyeri_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,191823,Hibiscus,591082,Hibiscus meyeri, , ,N. Mwadime, , ,Grace Charles,05/05/2012, , , ,GKC 12-007, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU536-14,A2_K1245_Tagetes_minuta,4473398, ,RRH_13_003A,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,297724,Tagetes,390100,Tagetes minuta, , ,N. Mwadime, , ,Rhianna Hohbein,16/07/2013, , , ,RRH_13_003A, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU635-14,D2_K1246_Enteropogon,4473497, ,RRH_13_028D,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,205007,Enteropogon,205008,Enteropogon macrostachyus, , ,N. Mwadime, , ,Rhianna Hohbein,07/08/2013, , , ,RRH_13_028D, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU788-14,E7_K1267_Kalanchoe_sp,4913573,Kalanchoe_sp_0174918473,174918473,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121186,Saxifragales,121454,Crassulaceae, , ,306380,Kalanchoe,423159,Kalanchoe delagoensis, , ,N. Mwadime, , ,Rhiana Hohbein,08/04/2014, , , ,RRH 14-014, ,0.319,36.98, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU896-14,A9_K1268_Hyparrhenia_sp,4913681,Hyparrhenia_sp _0174918711,174918711,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,272341,Hyparrhenia,305997,Hyparrhenia anamesa, , ,N. Mwadime, , ,Rhiana Hohbein,29/04/2014, , , ,RRH 14-043, ,0.299,36.96, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBITS24328-21,KX057830,13493096, ,KX057830,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,306525,Alysicarpus,593435,Alysicarpus glumaceus, , , , , , , , , , , ,RNG:96, , , , ,Kenya, , , 
GBVC360-11,GQ145172,2262448,B et al 101951186 (EA),GQ145172,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373614,Polystachya,433398,Polystachya piersii, , , , , , , , , , , ,"Polystachya piersii voucher B et al 101/95/1186 (EA) from Kenya ribosomal protein S16 (rps16) gene, exon 2 and partial cds: rps16-trnK intergenic spacer, complete sequence: tRNA-Lys (trnK(uuu)) gene, partial sequence: and maturase K (matK) gene, complete cds: plastid.|Eukaryota:Viridiplantae:Streptophyta:Embryophyta:Tracheophyta:Spermatophyta:Magnoliophyta:Liliopsida:Asparagales:Orchidaceae:Epidendroideae:Vandeae:Polystachyinae:Polystachya:Polystachya piersii:|Kenya",0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVW830-13,JX177542,3715651,K672,JX177542,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,556990,Dioscorea sp. K672, , , , , , , , , , ,taxon:1227039, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVW872-13,JX177584,3715693, ,JX177584,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,556981,Dioscorea sp. K23, , , , , , , , , , ,taxon:1227030, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
ITSAD2030-14,AY515213,4647574,KH 203 (VPI),AY515213,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122372,Chloridoideae,204881,Eleusine,613381,Eleusine jaegeri, , , , , , , , , , ,Eleusine jaegeri, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, ,"Central, Aberdare Park, Rohuruini Gate", 
ITSAD395-14,AY348781,4645939,Odile Phaehler  and  Magali Schnell  I-01,AY348781,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,121244,Ericales,121471,Balsaminaceae, , ,121472,Impatiens,612821,Impatiens fischeri, , , , , , , , , , ,Impatiens fischeri, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
KPLA127-11,KK 033,1983624, ,KK 033,National Museums of Kenya, ,12,Magnoliophyta,41,Magnoliopsida,44316,Sapindales,148562,Rutaceae, , ,368291,Toddalia,368292,Toddalia asiatica, , ,Daniel Miyawa, , , ,18/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
KPLA192-11,KK 098,1983689, ,KK 098,National Museums of Kenya, ,12,Magnoliophyta,41,Magnoliopsida,43434,Rosales,100946,Rosaceae,210314,Amygdaloideae,121560,Prunus,191949,Prunus africana, , ,Daniel Miyawa, , , ,19/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
UHURU1132-14,F5_K1300_Acacia_tortilis,5055686,acacia_tortilis_174972700,174972700,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,401059,Vachellia,894285,Vachellia tortilis, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-010, ,0.481,36.869, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1136-14,B6_K1300_Hyparrhenia,5055690,hyparrhenia_sp_174972749,174972749,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,272341,Hyparrhenia,676177,Hyparrhenia sp. aff. Nubica, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-011, ,0.42235,36.8852, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU129-14,A5_K1212_Vernonia_sp,4110505,Vernonia_sp_151967995,151967995,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,125289,Vernonia,720012,Vernonia cierascens, , ,N. Mwadime, , ,Elyse DeFranco,24/07/2012, , , ,EAD_12_027, ,0.481,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU144-14,H6_K1212_Abutilon_sp,4110520,Abutilon_sp_151967909,151967909,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,121735,Abutilon,719519,Abutilon hirtum, , ,N. Mwadime, , ,Elyse DeFranco,24/07/2012, , , ,EAD_12_033, ,0.481,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU149-14,E7_K1212_Justicia_diclipteroides,4110525,Justicia_diclipteroides_151967945,151967945,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae, , ,148750,Justicia,591068,Justicia diclipteroides, , ,N. Mwadime, , ,Elyse DeFranco,24/07/2012, , , ,EAD_12_035, ,0.481,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1536-15,B8_K1342,6478123, ,189603247,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204850,Melinis,204851,Melinis repens, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-101, ,0.2924,36.8955, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU160-14,H8_K1212_Helichrysum_sp,4110536,Helichrysum_sp_151967911,151967911,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,252307,Helichrysum,591084,Helichrysum glumaceum, , ,N. Mwadime, , ,Truman Young,24/07/2012, , , ,KLEE1002, ,0.3468,36.8769, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1631-15,C8_K1343,6478218, ,189602368,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,43434,Rosales,124739,Moraceae, , ,148648,Ficus,252331,Ficus ingens, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",20/07/2015, , , ,SKS15-185, ,0.3558,36.8862, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1656-15,E11_K1343,6478243, ,189602341,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,179641,Cactaceae, , ,179642,Opuntia,254584,Opuntia ficus-indica, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",20/07/2015, , , ,SKS15-216, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1831-17,TK2_D11_NMK,7567893, ,TK2_D11_NMK,Smithsonian Institution, ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204848,Brachiaria,766641,Brachiaria semiundulata, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,09/02/2016, , , ,SKS16-031,Sp,0.349432,36.93, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU444-14,F4_K1215_Lippia_javanica,4111352,Lippia_javanica_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121484,Verbenaceae, , ,148739,Lantana,720002,Lantana viburnoides, , ,N. Mwadime, , ,Grace Charles,07/05/2012, , , ,GKC 12-017, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU513-14,A12_K1216_Hibiscus_calyphyllus,4111421,Hibiscus_calyphyllus_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,191823,Hibiscus,719999,Hibiscus ovalifolius, , ,N. Mwadime, , ,Grace Charles,17/05/2012, , , ,GKC 12-027, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU552-14,A4_K1245_Aerva_lanata,4473414, ,RRH_13_007A,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,121675,Amaranthaceae, , ,416364,Aerva,416369,Aerva lanata, , ,N. Mwadime, , ,Rhianna Hohbein,16/07/2013, , , ,RRH_13_007A, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU566-14,G5_K1245_Pentanisia_ouranogyne,4473428, ,RRH_13_010C,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121213,Rubiaceae, , ,306523,Pentanisia,591087,Pentanisia ouranogyne, , ,N. Mwadime, , ,Rhianna Hohbein,19/07/2013, , , ,RRH_13_010C, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU690-14,C9_K1246_Hibiscus_lunariifolius,4473552, ,RRH_13_042C,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,191823,Hibiscus,294154,Hibiscus vitifolius, , ,N. Mwadime, , ,Rhianna Hohbein,17/08/2013, , , ,RRH_13_042C, ,0.293,36.898, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU867-14,D5_K1268_Delosperma_nakurense,4913652,Delosperma_nakurense_0174918676,174918676,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,350966,Aizoaceae, , ,351060,Delosperma,644551,Delosperma nakurense, , ,N. Mwadime, , ,Rhiana Hohbein,25/04/2014, , , ,RRH 14-035, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU894-14,G8_K1268_Aristida_sp,4913679,Aristida_sp_0174918640,174918640,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,121105,Aristidoideae,121106,Aristida,550307,Aristida adoensis, , ,N. Mwadime, , ,Rhiana Hohbein,29/04/2014, , , ,RRH 14-042, ,0.299,36.96, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
CROT093-10,MlR096,1750083, ,MlR96,Uppsala University Herbarium, ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,204710,Crotalaria,342876,Crotalaria agatiflora, , ,Mats Hjertson, , ,Fries & Fries,03/03/1922, , , , , ,0.7,37.4667, , ,Kenya, , ,Between Rupingazi and Kii River
GBITS26096-21,MH518280,13494864, ,MH518280,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,428726,Lablab,428727,Lablab purpureus, , , , , , , , , , , , , , , , ,Kenya, , , 
GBITS44377-21,KP873416,13514645, ,KP873416,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,293721,Tetrapogon,1111601,Tetrapogon bidentatus, , , , , , , , , , , ,Bogdan 3903 (US), , , , ,Kenya, , , 
GBVF672-11,FN824418,2290088,NY:Burney et al. T46,FN824418,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,306478,Molluginaceae, , ,431043,Glinus,431052,Glinus setiflorus, , , , , , , , , , ,taxon:764177, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVW803-13,JX177515,3715624,K113,JX177515,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,556957,Dioscorea sp. K113, , , , , , , , , , ,taxon:1227006, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVW807-13,JX177519,3715628,K149,JX177519,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,556969,Dioscorea sp. K149, , , , , , , , , , ,taxon:1227018, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
KPLA155-11,KK 061,1983652, ,KK 061,National Museums of Kenya, ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373603,Oeceoclades,373608,Oeceoclades ugandae, , ,Daniel Miyawa, , , ,19/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
KPLA182-11,KK 088,1983679, ,KK 088,National Museums of Kenya, ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121213,Rubiaceae,210317,Rubioideae,148466,Psychotria,373612,Psychotria bagshawei, , ,Daniel Miyawa, , , ,19/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
KPLA203-11,KK 109,1983700, ,KK 109,National Museums of Kenya, ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373614,Polystachya,373615,Polystachya tenuissima, , ,Daniel Miyawa, , , ,19/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
UHURU010-14,B2_K1207_Acacia_etbaica,4110386,Acacia_etbaica_151967785,151967785,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,401059,Vachellia,894279,Vachellia etbaica, , ,N. Mwadime, , ,Rob Pringle,07/05/2012, , , ,RMP_12_003, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1084-14,E8_K1270_Unknown_sp,4913869,Unknown_sp_0174917704,174917704,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204840,Eriochloa,204841,Eriochloa fatmensis, , ,N. Mwadime, , ,Rhiana Hohbein,22/05/2014, , , ,RRH 14-095, ,0.32,36.98, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1123-14,E4_K1300_Phyllanthus,5055677,phyllanthus_sp_174972716,174972716,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42562,Malpighiales,223446,Phyllanthaceae, , ,205092,Phyllanthus,659721,Phyllanthus sepialis, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-008, ,0.47,36.97, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1182-14,H11_K1300_Opuntia_vulgaris,5055736,opuntia_vulgaris_174972682,174972682,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,179641,Cactaceae, , ,179642,Opuntia,254584,Opuntia ficus-indica, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-022, ,0.357,36.919, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1235-15,B8_K1301_Commicarpus_pedunculosus,5426960,B8_K1301_Commicarpus_pedunculosus, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,148567,Nyctaginaceae, , ,306375,Commicarpus,673429,Commicarpus pedunculosus, , ,Munyao F., , ,Samson Kurukura,10/09/2014, , , ,SKS14-044, ,0.322,36.881, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1253-15,C5_K1301_Monsonia_augustifolia,5426978,C5_K1301_Monsonia_angustifolia, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121235,Geraniales,121236,Geraniaceae, , ,306348,Monsonia,591085,Monsonia angustifolia, , ,Munyao F., , ,Samson Kurukura,09/09/2014, , , ,SKS14-038, ,0.379,36.924, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1258-15,C7_K1302_Commelina_reptans,5426983,C7_K1302_Commelina_reptans, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,124958,Commelinales,148688,Commelinaceae, , ,162193,Commelina,659707,Commelina reptans, , ,Munyao F., , ,Samson Kurukura,12/09/2014, , , ,SKS14-068, ,0.28239,36.8937, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1332-15,F8_K1302_Helinus_SKS14-070,5427057,F8_K1302_Helinus, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,279915,Glycine,706795,Glycine wightii, , ,Munyao F., , ,Samson Kurukura,12/09/2014, , , ,SKS14-070, ,0.29228,36.8969, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1404-15,F3_K1341,6477991, ,189604250,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,204984,Indigofera,725932,Indigofera schimperi, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-013, ,0.3189,36.8623, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1425-15,C6_K1341,6478012, ,189604290,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,121300,Iridaceae, , ,306458,Gladiolus,426796,Gladiolus dalenii, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-026, ,0.29571,36.9125, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
